"","baker.season.episode","X","baker","signature","technical.rank","showstopper","episode","signatuare.name","technical.name","showstopper.name","season","result","status"
"652","Rochica_12_3",776,"Rochica","Roast Garlic Focaccia with Tomato, Feta & Pesto","10th","Birdcage",3,"Focaccia ","15 Cheese and Onion Ciabatta Breadsticks ","Themed Milk Bread Display ",12,"OUT",""
"653","Rosie_10_1",600,"Rosie","Spicy Chai Loaf","2nd","Magical Jungle Cake",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"",""
"654","Rosie_10_2",612,"Rosie","Virgin Mojito Biscuit Bars","5th","My Favourite Chicken – A Celebration of Legs",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"","Favorite"
"655","Rosie_10_3",623,"Rosie","Chilli and Manchego Tear & Share","9th","Bread Safari",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"",""
"656","Rosie_10_4",633,"Rosie","A Good Dose of Limoncello Cake","4th","Cocktails & Canapés Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"",""
"657","Rosie_10_5",642,"Rosie","Little Blackberry Pies","5th","White Russian Cake",5,"4 Custard Pies ","18 Beignet Soufflés ","Prohibition Era Cake ",10,"","Least Favorite"
"658","Rosie_10_6",649,"Rosie","Layers of Lime and Raspberry","5th","Ruby Bombe",6,"Layered Meringue Cake ","6 Verrines ","Celebratory Bombe ",10,"","Least Favorite"
"659","Rosie_10_7",655,"Rosie","Mardi Gras Finnish Semlor Peacock Festival Buns","1st","Rainbow Sarawak Style Layer Cake",7,"24 Festival Buns ","12 Sicilian Cassatelles ","Kek Lapis Sarawak ",10,"","Least Favorite"
"660","Rosie_10_8",660,"Rosie","Shallot, Aubergine & Goat's Cheese Spiced Tarte Tatin","2nd","Rapunzel's Tower",8,"Savoury Tarte Tatin ","Moroccan Pie ","Vertical Pie ",10,"","Least Favorite"
"661","Rosie_10_9",664,"Rosie","Lemon, Raspberry & Mint Domed Tarts","1st","Time with Family",9,"8 Domed Tarts ","Gâteau Saint Honoré ","Sugar Glass Display Case ",10,"OUT",""
"662","Rowan_11_1",679,"Rowan","'The Magic Flute' Battenberg Cake","3rd","'Let Them Eat Cake' – A Tribute To Marie Antoinette",1,"Battenberg Cake ","6 Miniature Pineapple Upside Down Cakes ","Celebrity Hero Cake Bust ",11,"",""
"663","Rowan_11_2",690,"Rowan","Waistcoat Florentines","11th","'Worse Things Happen At Sea'",2,"36 Chocolate Florentines ","12 Hand Shaped Coconut Macaroons ","3D Biscuit Table Setting ",11,"","Least Favorite"
"664","Rowan_11_3",700,"Rowan","Flavours of Italy","10th","Worcestershire Pear Tree",3,"2 Soda Bread Loaves ","6 Rainbow coloured Bagels ","Large Bread Plaque ",11,"OUT",""
"665","Ruby_4_1",148,"Ruby","Rhubarb and Custard Sandwich Cake","12th","Chocolate and Ginger Night Sky Cake",1,"Sandwich Cake ","Angel Food Cake ","Chocolate Cake ",4,"","Least Favorite"
"666","Ruby_4_10",214,"Ruby","Picnic Basket Pie","2nd","Raspberry, Lemon and Passion Fruit Wedding Cake",10,"Picnic pie ","12 Pretzel   6 Savory  6 Sweet ","Three Tiered Wedding Cake ",4,"Runner-up",""
"667","Ruby_4_2",161,"Ruby","Mexican Breadsticks","3rd","White Chocolate and Orange Peacock Bread",2,"36 Bread Sticks ","8 English Muffins ","Decorative Loaf ",4,"SB",""
"668","Ruby_4_3",172,"Ruby","Desert Island Trifle","3rd","Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes",3,"Trifle ","Floating Islands ","24 Petit Fours  12 Biscuit based  12 Sponge based ",4,"","Favorite"
"669","Ruby_4_4",181,"Ruby","Apple and Marzipan Pie","6th","Rose, Almond and Raspberry Filo Pie",4,"Double Crusted Fruit Pie ","12 Egg Custard Tarts ","Filo Pie ",4,"","Favorite"
"670","Ruby_4_5",189,"Ruby","Blackberry and Lemon Bakewell Slice","6th","'Dropped Ice-Cream' Biscuit Centrepiece",5,"Traybake ","18 Tuiles  9 Original  9 Dipped in Chocolate ","Biscuit Tower ",4,"","Least Favorite"
"671","Ruby_4_6",196,"Ruby","Citrus Tea Loaf","1st","Twisted Swedish KanelbullarSaffron St. Lucia Buns",6,"Tea Loaf ","Apricot Couronne ","24 Sweet European Buns ",4,"SB",""
"672","Ruby_4_7",202,"Ruby","Plum Jam Roly-Polywith Ginger Ice cream","2nd","Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts",7,"Suet Pudding ","8 Religieuses ","36 sweet puff pastries  12 Filled  12 Iced  12 of Their Own Choice ",4,"",""
"673","Ruby_4_8",207,"Ruby","Mango and Nigella Seed Spelt Cob","1st","Carrot Cake and Pistachio Garden Plot",8,"Wheat Free Loaf ","Hazelnut Dacquoise ","Dairy Free Vegetable Cake ",4,"SB",""
"674","Ruby_4_9",211,"Ruby","Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","4th","Chocolate, Almond Praline and Saffron Opera Cake",9,"36 Canapés  12 Choux  12 Shortcrust Rough Puff  12 Any of their Choice ","Charlotte Royale ","Opera Cake ",4,"","Least Favorite"
"675","Ruby_9_1",523,"Ruby","Masala Chai Devon Flats","1st","""Gingerbread Marathon Selfie""",1,"24 Regional Biscuits ","8 Wagon Wheels ","3D Biscuit Self Portrait ",9,"","Least Favorite"
"676","Ruby_9_10",588,"Ruby","Dulce De Leche Filled Doughnuts & Raspberry and Cardamom Ring Doughnuts","3rd","Magical Edible Landscape",10,"12 Iced Doughnuts ","6 Campfire Pita Breads ","Landscape Dessert ",9,"Runner-up",""
"677","Ruby_9_2",534,"Ruby","Boozy Black Forest Traybake","10th","Chocolate Orange ""Jackson Pollock"" Collar Cake",2,"16 Traybakes ","Le Gâteau Vert ","Chocolate Collar Cake ",9,"",""
"678","Ruby_9_3",544,"Ruby","Gujarela Chelsea Buns with Dates, Almonds and Raisins","7th","Mama and Papa's Belated Wedding Korovai",3,"12 Chelsea Buns ","8 Non Yeasted Garlic Naan Breads ","Korovai ",9,"",""
"679","Ruby_9_4",553,"Ruby","Pina Colada Roulade","2nd","Chocolate Egg",4,"Meringue Roulade ","Raspberry Blancmange with 12 Langues du Chat biscuits ","Melting Chocolate Ball Dessert ",9,"",""
"680","Ruby_9_5",562,"Ruby","Jamaican Me Crazy Ginger Cake","1st","Peacock Chandelier",5,"Ginger Cake ","12 Ma amoul ","Spiced Biscuit Chandelier ",9,"",""
"681","Ruby_9_6",570,"Ruby","Traditional Samosas","7th","Kohinoor Crown",6,"12 Samosas ","6 Puits D amour ","Shaped Banquet Pie ",9,"","Favorite"
"682","Ruby_9_7",576,"Ruby","Sage & Butternut Tartlets and 'Cheesy Greens' Tartlets","3rd","Chocolate, Lemon & Coconut Cake",7,"8 Savoury Vegan Tartlets ","Vegan Tropical Fruit Pavlova ","Vegan Celebratory Cake ",9,"","Least Favorite"
"683","Ruby_9_8",581,"Ruby","Post-Gym Smørrebrød","3rd","Sister Kagekone",8,"2 Smørrebrød ","14 Æbleskiver ","Kagemand Kagekone ",9,"SB",""
"684","Ruby_9_9",585,"Ruby","Pick Your Own Madeleines","1st","Parisian Un Bouquet de Fleurs Window Display",9,"24 Madeleines ","Torta Setteveli ","Parisian Pâtisserie Window ",9,"SB",""
"685","Ryan_3_1",69,"Ryan","Kumquat and Orange Polenta Upside Down Cake","8th","Hidden Flowerbed Mousse Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"",""
"686","Ryan_3_2",80,"Ryan","Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","5th","Cinnamon and Date Bagels; Tarragon and Rosemary Bagels",2,"2 Flatbreads  6 Leavened and 6 Unleavened ","Eight Stranded Plaited Loaf ","4 Bagels  12 Sweet and 12 Savoury ",3,"",""
"687","Ryan_3_3",90,"Ryan","Spiced Pear Tarte Tatin","5th","",3,"Tarte Tatin ","Treacle Tart ","Designer Fruit Tart ",3,"",""
"688","Ryan_3_4",100,"Ryan","Green Tea Opera Torte","7th","Strawberry, Rose and Pistachio Meringue",4,"Torte Cake ","Crème Caramel ","4 Layered Meringue Dessert ",3,"","Least Favorite"
"689","Ryan_3_5",109,"Ryan","Curry Spiced Seabass Wellington","8th","Key Lime Pie",5,"Wellington ","Hand Raised Pie ","American Pie ",3,"SB",""
"690","Ryan_3_6",116,"Ryan","Chocolate FondantsSticky Ginger and Date Puddings","6th","Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",6,"2 Different Flavours of Sponge Puddings ","Queen of Puddings ","Strudels ",3,"",""
"691","Ryan_3_7",123,"Ryan","Lardy Cakes","6th","Char Siu Bao",7,"24 Sweet Buns ","Jam Doughnut ","Celebratory Loaf ",3,"OUT",""
"692","Sandy_6_1",296,"Sandy","Madeira Cake with Almond Liqueur and Chopped Apricots","9th","Black Forest Gâteau",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"",""
"693","Sandy_6_2",308,"Sandy","Chocolate Chunk and Hazelnut Biscotti","4th","Sundried Tomato Cheese Biscuit Box",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"","Favorite"
"694","Sandy_6_3",318,"Sandy","Soda Breads with Smoked Bacon and Onion","7th","Basket of Bread Flowers with a Walnut and Blue Cheese Centre",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"",""
"695","Sandy_6_4",327,"Sandy","Pontefract Crème Brûlées","6th","Cassata, Whisky and Orange & Apple Pie Cheesecakes",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"OUT",""
"696","Sarah-Jane_3_1",70,"Sarah-Jane","Pear, Chocolate and Hazelnut Upside Down Cake","1st","Hidden Crown Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"",""
"697","Sarah-Jane_3_2",81,"Sarah-Jane","Coconut RotiOatcakes","10th","",2,"2 Flatbreads  6 Leavened and 6 Unleavened ","Eight Stranded Plaited Loaf ","4 Bagels  12 Sweet and 12 Savoury ",3,"",""
"698","Sarah-Jane_3_3",91,"Sarah-Jane","Caramelised Banana Tarte Tatin","8th","French Apple Tart with Blackberry and Cassis Jam",3,"Tarte Tatin ","Treacle Tart ","Designer Fruit Tart ",3,"",""
"699","Sarah-Jane_3_4",101,"Sarah-Jane","Chocolate and Almond Truffle Torte","4th","Hazelnut Tiramisu Layered Meringue",4,"Torte Cake ","Crème Caramel ","4 Layered Meringue Dessert ",3,"",""
"700","Sarah-Jane_3_5",110,"Sarah-Jane","Beef Wellington with Parma Ham and Gorgonzola Cheese","4th","Chocolate and Banana Cream Pie",5,"Wellington ","Hand Raised Pie ","American Pie ",3,"","Least Favorite"
"701","Sarah-Jane_3_6",117,"Sarah-Jane","Sticky Toffee PuddingsGranny's Saucy Lemon Puddings","4th","Sweet Strudel with Sour Cherries",6,"2 Different Flavours of Sponge Puddings ","Queen of Puddings ","Strudels ",3,"","Least Favorite"
"702","Sarah-Jane_3_7",124,"Sarah-Jane","Orange, Nutmeg and Saffron Buns","7th","Sour Cherry and Dark Chocolate Christmas Plait",7,"24 Sweet Buns ","Jam Doughnut ","Celebratory Loaf ",3,"OUT",""
"703","Selasi_7_1",372,"Selasi","Citrus and Spice Drizzle Cake","1st","Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,"Drizzle Cake ","12 Jaffa Cakes ","Mirror Glaze Cake ",7,"","Favorite"
"704","Selasi_7_2",383,"Selasi","""Wheelie Hot Iced Biscuits""","11th","Stained Glass Window Gingerbread Church",2,"24 Iced Biscuits ","12 Viennese Whirls ","Gingerbread 3D Scene ",7,"",""
"705","Selasi_7_3",393,"Selasi","Chocolate, Orange and Cinnamon Bread","5th","Bedouin Escape Tear and Share Bread",3,"Chocolate Loaf ","Dampfnudel ","Savoury Plaited  Braided  Centrepiece ",7,"",""
"706","Selasi_7_4",402,"Selasi","Perfect Sunday Roast Accompaniment","8th","Lemon and Anise Churros",4,"Filled Yorkshire Puddings ","12 Heart Shaped Lace Pancakes ","36 Churros ",7,"",""
"707","Selasi_7_5",410,"Selasi","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","3rd","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",5,"24 Breakfast Pastries ","Bakewell Tart ","48 Filo Amuse Bouche ",7,"",""
"708","Selasi_7_6",418,"Selasi","Grapefruit, Orange and Mint Meringue Pie","7th","Three Tiered Ombré Floral Cake",6,"Citrus Meringue Pie ","2 Herb Fougasse ","Three Tier Flower Cake ",7,"","Favorite"
"709","Selasi_7_7",424,"Selasi","Summer Picnic Roulade","6th","Lemon, Raspberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",7,"Family Sized Roulade ","Marjolaine Dacquoise ","24 Mini Mousse Cakes ",7,"","Least Favorite"
"710","Selasi_7_8",430,"Selasi","Bouquet of Flowers","3rd","Fruity Tudor Marchpane",8,"Shaped Savoury Pies ","12 Jumbles ","3D Marchpane Cake ",7,"","Least Favorite"
"711","Selasi_7_9",434,"Selasi","Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","4th","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies",9,"24 Savoury Palmiers ","Savarin ","36 Fondant Fancies ",7,"OUT",""
"712","Simon_2_1",10,"Simon","Guinness and Chocolate Cupcakes","9th","Two-Tiered Chocolate Courgette Cake",1,"24 Cupcakes ","Coffee and Walnut Battenberg ","Chocolate Tiered Cake ",2,"","Least Favorite"
"713","Simon_2_2",21,"Simon","Smoked Haddock and Watercress Quiche","11th","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",2,"Quiche ","Tarte au Citron ","24 Miniature Sweet Tarts ",2,"OUT",""
"714","Sophie_8_1",445,"Sophie","Pineapple and Coconut Sandwich Cake","5th","'Champagne Bottle and Bucket' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"","Favorite"
"715","Sophie_8_10",511,"Sophie","Spelt Boules, Mushroom Ciabatta & Orange Plaited Brioche","2nd","'Ode to the Honey Bee' Entremet",10,"12 Small Loaves ","10 Ginger Biscuits ","Large Entremet ",8,"WINNER",""
"716","Sophie_8_2",456,"Sophie","Lemon Limoncino Sandwich Biscuits","2nd","'Snakes and Ladders' Game",2,"24 Sandwich Biscuits ","12 Fortune Cookies ","Biscuit Board Games ",8,"","Favorite"
"717","Sophie_8_3",466,"Sophie","Tagine Teacakes","6th","'Picnic Basket' Bread Sculpture",3,"12 Teacakes ","Cottage Loaf ","Multicoloured Bread Sculpture ",8,"",""
"718","Sophie_8_4",475,"Sophie","Jaffa Millionaire Shortbreads","4th","Bird's Nest Caramel Cake",4,"18 Millionaire Shortbreads ","12 Stroopwafels ","Caramel Cake ",8,"",""
"719","Sophie_8_5",484,"Sophie","Ginger, Fig and Honey Steamed School Pudding","1st","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",5,"Steamed School Pudding ","6 Molten Chocolate Puddings ","Ornamental Trifle Terrine ",8,"SB",""
"720","Sophie_8_6",491,"Sophie","'The Four Seasons' Decorative Pies","2nd","Game Pie with Glazed Forest Fruits",6,"4 Shortcrust Savoury Pies ","12 Pastéis de Nata ","Family Sized Hand Raised Pie ",8,"","Favorite"
"721","Sophie_8_7",497,"Sophie","'Classics with a Twist' Cannoli","3rd","'Classics' Sfogliatelle",7,"18 Cannolis ","Pizza Margherita ","24 Sfogliatelle ",8,"","Favorite"
"722","Sophie_8_8",503,"Sophie","Char Siu & Banana Praline Bedfordshire Clangers","4th","Citrus with Green Apple Croquembouche Savoy Cake",8,"4 Bedfordshire Clangers ","Cumberland Rum Nicky ","Victorian Savoy Cake ",8,"",""
"723","Sophie_8_9",507,"Sophie","Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","1st","'Tutu with Opera Filling' Meringue Centrepiece",9,"24 Choux Buns ","9 Les Misérables Slices ","Meringue Centrepiece ",8,"SB",""
"724","Stacey_8_1",446,"Stacey","Granny Smith Apple and Walnut Cake","11th","'Black Evening Clutch Bag' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"","Least Favorite"
"725","Stacey_8_2",457,"Stacey","Sparkly Chocolate and Marshmallow Fluff Cookies","9th","'Get to School' Game",2,"24 Sandwich Biscuits ","12 Fortune Cookies ","Biscuit Board Games ",8,"","Least Favorite"
"726","Stacey_8_3",467,"Stacey","Cranberry and Cinnamon Teacakes","1st","'Ascot Hat' Bread Sculpture",3,"12 Teacakes ","Cottage Loaf ","Multicoloured Bread Sculpture ",8,"",""
"727","Stacey_8_4",476,"Stacey","Rum Salted Caramel Millionaire Shortbreads","1st","Chocolate and Coffee Caramel Cake",4,"18 Millionaire Shortbreads ","12 Stroopwafels ","Caramel Cake ",8,"",""
"728","Stacey_8_5",485,"Stacey","Bakewell Tart Steamed School Pudding","4th","Tropical Trifle Terrine",5,"Steamed School Pudding ","6 Molten Chocolate Puddings ","Ornamental Trifle Terrine ",8,"","Favorite"
"729","Stacey_8_6",492,"Stacey","'Love Theme' Decorative Pies","6th","Indian Hand Raised Pie with Mango",6,"4 Shortcrust Savoury Pies ","12 Pastéis de Nata ","Family Sized Hand Raised Pie ",8,"","Least Favorite"
"730","Stacey_8_7",498,"Stacey","My All Time Favourite Desserts","4th","Pastry Surprise",7,"18 Cannolis ","Pizza Margherita ","24 Sfogliatelle ",8,"","Least Favorite"
"731","Stacey_8_8",504,"Stacey","Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","3rd","'Bright' Lemon & Orange Savoy Cake",8,"4 Bedfordshire Clangers ","Cumberland Rum Nicky ","Victorian Savoy Cake ",8,"SB",""
"732","Stacey_8_9",508,"Stacey","'Choux-nicorn and Choux-moji' Choux Buns","2nd","'Flamingos in Love' Meringue Centrepiece",9,"24 Choux Buns ","9 Les Misérables Slices ","Meringue Centrepiece ",8,"OUT",""
"733","Steph_10_1",601,"Steph","Great Grandma's Fruit Cake","3rd","A Sundae on the Beach Cake",1,"Fruit Cake ","6 Angel Cake Slices ","Birthday Cake ",10,"","Favorite"
"734","Steph_10_10",668,"Steph","Black Forest Chocolate Cake","3rd","Picnic in the Park",10,"Ultimate Chocolate Cake ","6 Stilton Soufflés ","Illusion Picnic Basket Feast ",10,"Runner-up",""
"735","Steph_10_2",613,"Steph","Chocolate, Caramel Macchiato Biscuit Bars","10th","Ginger the Cat",2,"12 Decorated Chocolate Biscuit Bars ","12 Fig Rolls ","3D Biscuit Sculpture ",10,"",""
"736","Steph_10_3",624,"Steph","Sun-Dried Tomato and Pesto Star Tear & Share","3rd","Hand-Tied Bouquet of Flowers",3,"Tear   Share Loaf ","8 White Burger Baps   4 Veggie Burgers ","Decorative Loaf Display ",10,"","Favorite"
"737","Steph_10_4",634,"Steph","Answer to Everything Cake","1st","Pink and Pretty Mishti",4,"Cultured Dairy Cake ","12 Maids of Honour ","Display of Mishti ",10,"SB",""
"738","Steph_10_5",643,"Steph","Zesty Citrus Custard Pies","4th","Sour Lime Piña Colada Cake",5,"4 Custard Pies ","18 Beignet Soufflés ","Prohibition Era Cake ",10,"SB",""
"739","Steph_10_6",650,"Steph","Eton Mess","3rd","Mirror Bombe",6,"Layered Meringue Cake ","6 Verrines ","Celebratory Bombe ",10,"SB",""
"740","Steph_10_7",656,"Steph","Zest and Spice Hot Cross Buns","4th","Orange and Chai Spiced Revitalise Cake",7,"24 Festival Buns ","12 Sicilian Cassatelles ","Kek Lapis Sarawak ",10,"","Favorite"
"741","Steph_10_8",661,"Steph","Caramelised Onion & Goat's Cheese Tarte Tatin","4th","Curried Chickpea & Potato Carousel Pie",8,"Savoury Tarte Tatin ","Moroccan Pie ","Vertical Pie ",10,"SB",""
"742","Steph_10_9",665,"Steph","Raspberry, Lemon & White Chocolate Domed Tarts","3rd","A Night at the Opera",9,"8 Domed Tarts ","Gâteau Saint Honoré ","Sugar Glass Display Case ",10,"","Favorite"
"743","Steven_8_1",447,"Steven","Bonfire Night Cake","6th","'A Baker's Lunch' Cake",1,"Fruity Cake ","12 Chocolate Mini Rolls ","Illusion Cake ",8,"SB",""
"744","Steven_8_10",512,"Steven","Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","1st","'Yin Yang' Entremet",10,"12 Small Loaves ","10 Ginger Biscuits ","Large Entremet ",8,"Runner-up",""
"745","Steven_8_2",458,"Steven","Amarpressi Biscuits","6th","'Check Bake' Game",2,"24 Sandwich Biscuits ","12 Fortune Cookies ","Biscuit Board Games ",8,"SB",""
"746","Steven_8_3",468,"Steven","Madras Cocktail Teacakes","3rd","'The Bag I Knead' Bread Sculpture",3,"12 Teacakes ","Cottage Loaf ","Multicoloured Bread Sculpture ",8,"","Favorite"
"747","Steven_8_4",477,"Steven","Orange Macadamia Nut Millionaire Shortbreads","7th","Caramel Crown Cake",4,"18 Millionaire Shortbreads ","12 Stroopwafels ","Caramel Cake ",8,"",""
"748","Steven_8_5",486,"Steven","Lemon & Blackcurrant Drizzle Steamed School Pudding","5th","'From Across the Jelly Pond' Trifle Terrine",5,"Steamed School Pudding ","6 Molten Chocolate Puddings ","Ornamental Trifle Terrine ",8,"",""
"749","Steven_8_6",493,"Steven","'Fleetwood Mac' Decorative Pies","3rd","Christmas Pie",6,"4 Shortcrust Savoury Pies ","12 Pastéis de Nata ","Family Sized Hand Raised Pie ",8,"",""
"750","Steven_8_7",499,"Steven","Italian Style Cannoli","1st","'Sicilian-style' Sfogliatelle",7,"18 Cannolis ","Pizza Margherita ","24 Sfogliatelle ",8,"SB",""
"751","Steven_8_8",505,"Steven","'Mediterranean Medley' Bedfordshire Clangers","1st","Chestnut Rum Savoy Cake",8,"4 Bedfordshire Clangers ","Cumberland Rum Nicky ","Victorian Savoy Cake ",8,"","Favorite"
"752","Steven_8_9",509,"Steven","Key Lime Cheesecake and Bakewell Tart Choux Buns","3rd","'Some Air Over the Rainbow' Meringue Centrepiece",9,"24 Choux Buns ","9 Les Misérables Slices ","Meringue Centrepiece ",8,"","Least Favorite"
"753","Stu_6_1",297,"Stu","Marley Madeira Cake","11th","Purple Forest Gâteau",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"OUT",""
"754","Stuart_3_1",71,"Stuart","Tomato and Ginger Upside Down Cake","9th","Lemon and Pistachio Union Flag Cake",1,"Upside Down Cake ","4 Rum Babas ","Hidden Design Cake ",3,"","Least Favorite"
"755","Stuart_3_2",82,"Stuart","Bombay BreadChorizo and Spring Onion Naan","9th","Cinnamon and Cranberry Bagels; Tomato and Thyme Bagels",2,"2 Flatbreads  6 Leavened and 6 Unleavened ","Eight Stranded Plaited Loaf ","4 Bagels  12 Sweet and 12 Savoury ",3,"","Least Favorite"
"756","Stuart_3_3",92,"Stuart","Pear and Almond Tarte Tatin","7th","Raspberry Triple Chocolate Layered Tart",3,"Tarte Tatin ","Treacle Tart ","Designer Fruit Tart ",3,"","Favorite"
"757","Stuart_3_4",102,"Stuart","Black Forest Torte","8th","Choca Blocka Mocha Meringue",4,"Torte Cake ","Crème Caramel ","4 Layered Meringue Dessert ",3,"OUT",""
"758","Sura_11_1",680,"Sura","Lemon & Orange Battenberg Cake","1st","Ode to Attenborough",1,"Battenberg Cake ","6 Miniature Pineapple Upside Down Cakes ","Celebrity Hero Cake Bust ",11,"","Favorite"
"759","Sura_11_2",691,"Sura","Sohan Florentines","6th","Speculaas Ramadan Tea Time",2,"36 Chocolate Florentines ","12 Hand Shaped Coconut Macaroons ","3D Biscuit Table Setting ",11,"",""
"760","Sura_11_3",701,"Sura","Middle Eastern Inspired Soda Bread","8th","Mama's Tomato Vine Harvest Loaf",3,"2 Soda Bread Loaves ","6 Rainbow coloured Bagels ","Large Bread Plaque ",11,"","Favorite"
"761","Sura_11_4",710,"Sura","Double Chocolate Marshmallow Brownies","7th","Strawberry & White Chocolate Celebration Cake",4,"18 Chocolate Brownies ","Chocolate Babka ","White Chocolate Celebration Cake ",11,"OUT",""
"762","Tamal_6_1",298,"Tamal","Pistachio and Rose Madeira Cake","4th","Black Forest Gâteau in a Chocolate Shell",1,"Madeira Cake ","Frosted Walnut Layer Cake ","Black Forest Gâteau ",6,"","Favorite"
"763","Tamal_6_10",362,"Tamal","Cinnamon and Apple & Toffee and Marmalade Iced Buns","3rd","Sticky Toffee Pudding Cake",10,"16 Iced Buns ","Mille Feuille ","Classic British Cake ",6,"Runner-up",""
"764","Tamal_6_2",309,"Tamal","Cinnamon, Maple and Cranberry Biscotti","8th","Chessboard Box",2,"24 Biscotti ","8 Arlettes ","36 Biscuits and an Edible Biscuit Box ",6,"",""
"765","Tamal_6_3",319,"Tamal","Fig, Cheese and Walnut Breads","3rd","Breadcycle",3,"2 Quick Breads ","4 Baguettes ","3D Bread Sculpture ",6,"",""
"766","Tamal_6_4",328,"Tamal","Rhubarb and Ginger Crème Brûlées","5th","Mango, Hazelnut and Rosemary Cheesecake Trio",4,"12 Crème Brûlées ","Spanische Windtorte ","Three Tiered Cheesecake ",6,"","Favorite"
"767","Tamal_6_5",336,"Tamal","Honey and Grapefruit Polenta Cake","7th","Passion Fruit and Pineapple Ice Cream Roll",5,"Sugar Free Cake ","12 Gluten Free Pita Bread ","Dairy Free Ice Cream Roll ",6,"",""
"768","Tamal_6_6",344,"Tamal","Spiced Pear Frangipane Tart","7th","Fennel and Rosemary Pulled Pork and Chicken and Coriander Vol-au-vents",6,"Frangipane tart ","12 Flaounes ","48 Vol au vents ",6,"",""
"769","Tamal_6_7",350,"Tamal","Middle Eastern Game Pie","3rd","Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",7,"Raised Game Pie ","Tennis Cake ","Charlotte Russe ",6,"SB",""
"770","Tamal_6_8",355,"Tamal","Lime & Mascarpone and Malt Cream Horns","4th","Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne",8,"24 Cream Horns ","9 Mokatines ","Religieuse à l ancienne ",6,"","Favorite"
"771","Tamal_6_9",359,"Tamal","Chocolate New York Pie","2nd","Chocolate Bell Tower",9,"Chocolate Tart ","Chocolate Soufflé ","Chocolate Centrepieces ",6,"","Favorite"
"772","Terry_9_1",524,"Terry","Lake District Ginger Shortbread","9th","""Brandy Snap Selfie""",1,"24 Regional Biscuits ","8 Wagon Wheels ","3D Biscuit Self Portrait ",9,"","Least Favorite"
"773","Terry_9_2",535,"Terry","Rum and Raisin Traybake","8th","Champagne and Strawberries Eiffel Tower Collar Cake",2,"16 Traybakes ","Le Gâteau Vert ","Chocolate Collar Cake ",9,"","Least Favorite"
"774","Terry_9_3",545,"Terry","Tangy Citrus Sticky Chelsea Buns","1st","Garden Korovai",3,"12 Chelsea Buns ","8 Non Yeasted Garlic Naan Breads ","Korovai ",9,"",""
"775","Terry_9_4",554,"Terry","Did not compete","Did not compete","Did not compete",4,"Meringue Roulade ","Raspberry Blancmange with 12 Langues du Chat biscuits ","Melting Chocolate Ball Dessert ",9,"[a]",""
"776","Terry_9_5",563,"Terry","Caramelised Pear and Stem Ginger Cake","8th","12 Days of Christmas Chandelier",5,"Ginger Cake ","12 Ma amoul ","Spiced Biscuit Chandelier ",9,"OUT",""
"777","Toby_4_1",149,"Toby","Spiced and Iced Carrot Cake","13th","Two Tiered Chocolate Cake",1,"Sandwich Cake ","Angel Food Cake ","Chocolate Cake ",4,"OUT",""
